Citys,ymd,Weather,highTemp,lowTemp
['同江2018年12月份天气情况'],2018年12月25日,阴/小雪,-9℃,-19℃
['同江2018年12月份天气情况'],2018年12月26日,多云/多云,-17℃,-20℃
['同江2018年12月份天气情况'],2018年12月27日,多云/多云,-16℃,-21℃
['同江2018年12月份天气情况'],2018年12月28日,多云/多云,-16℃,-21℃
['同江2018年12月份天气情况'],2018年12月29日,多云/多云,-16℃,-19℃
['同江2018年12月份天气情况'],2018年12月30日,晴/多云,-11℃,-17℃
['同江2018年12月份天气情况'],2018年12月31日,多云/晴,-12℃,-18℃
['望奎2018年11月份天气情况'],2018年11月01日,晴/多云,12℃,0℃
['望奎2018年11月份天气情况'],2018年11月02日,晴/多云,14℃,1℃
['望奎2018年11月份天气情况'],2018年11月03日,多云/雨夹雪,12℃,-1℃
['望奎2018年11月份天气情况'],2018年11月04日,多云/晴,1℃,-8℃
['望奎2018年11月份天气情况'],2018年11月05日,晴/晴,1℃,-7℃
['望奎2018年11月份天气情况'],2018年11月06日,晴/晴,3℃,-5℃
['望奎2018年11月份天气情况'],2018年11月07日,晴/多云,5℃,-5℃
['望奎2018年11月份天气情况'],2018年11月08日,多云/雨夹雪,7℃,1℃
['望奎2018年11月份天气情况'],2018年11月09日,小雪/中雪,1℃,-1℃
['望奎2018年11月份天气情况'],2018年11月10日,多云/多云,1℃,-8℃
['望奎2018年11月份天气情况'],2018年11月11日,多云/多云,2℃,-8℃
['望奎2018年11月份天气情况'],2018年11月12日,多云/多云,2℃,-8℃
['望奎2018年11月份天气情况'],2018年11月13日,晴/晴,4℃,-8℃
['望奎2018年11月份天气情况'],2018年11月14日,多云/小雪,5℃,-3℃
['望奎2018年11月份天气情况'],2018年11月15日,多云/晴,2℃,-14℃
['望奎2018年11月份天气情况'],2018年11月16日,晴/晴,-2℃,-8℃
['望奎2018年11月份天气情况'],2018年11月17日,多云/多云,0℃,-8℃
['望奎2018年11月份天气情况'],2018年11月18日,晴/多云,-1℃,-11℃
['望奎2018年11月份天气情况'],2018年11月19日,晴/晴,-3℃,-12℃
['望奎2018年11月份天气情况'],2018年11月20日,晴/晴,-6℃,-16℃
['望奎2018年11月份天气情况'],2018年11月21日,多云/多云,-5℃,-17℃
['望奎2018年11月份天气情况'],2018年11月22日,晴/多云,-10℃,-18℃
['望奎2018年11月份天气情况'],2018年11月23日,晴/多云,-6℃,-15℃
['望奎2018年11月份天气情况'],2018年11月24日,多云/多云,-1℃,-11℃
['望奎2018年11月份天气情况'],2018年11月25日,晴/多云,0℃,-7℃
['望奎2018年11月份天气情况'],2018年11月26日,多云/晴,7℃,-8℃
['望奎2018年11月份天气情况'],2018年11月27日,多云/多云,-2℃,-14℃
['望奎2018年11月份天气情况'],2018年11月28日,多云/晴,-7℃,-20℃
['望奎2018年11月份天气情况'],2018年11月29日,晴/多云,-9℃,-18℃
['望奎2018年11月份天气情况'],2018年11月30日,多云/晴,-5℃,-15℃
['望奎2018年12月份天气情况'],2018年12月01日,晴/多云,-3℃,-11℃
['望奎2018年12月份天气情况'],2018年12月02日,多云/多云,6℃,-2℃
['望奎2018年12月份天气情况'],2018年12月03日,多云/多云,2℃,-14℃
['望奎2018年12月份天气情况'],2018年12月04日,晴/晴,-10℃,-20℃
['望奎2018年12月份天气情况'],2018年12月05日,多云/多云,-12℃,-23℃
['望奎2018年12月份天气情况'],2018年12月06日,多云/晴,-15℃,-25℃
['望奎2018年12月份天气情况'],2018年12月07日,多云/晴,-17℃,-24℃
['望奎2018年12月份天气情况'],2018年12月08日,多云/晴,-18℃,-26℃
['望奎2018年12月份天气情况'],2018年12月09日,晴/晴,-14℃,-20℃
['望奎2018年12月份天气情况'],2018年12月10日,晴/晴,-12℃,-20℃
['望奎2018年12月份天气情况'],2018年12月11日,多云/晴,-11℃,-22℃
['望奎2018年12月份天气情况'],2018年12月12日,多云/多云,-11℃,-20℃
['望奎2018年12月份天气情况'],2018年12月13日,多云/多云,-13℃,-22℃
['望奎2018年12月份天气情况'],2018年12月14日,晴/多云,-13℃,-18℃
['望奎2018年12月份天气情况'],2018年12月15日,多云/多云,-6℃,-17℃
['望奎2018年12月份天气情况'],2018年12月16日,多云/多云,-7℃,-18℃
['望奎2018年12月份天气情况'],2018年12月17日,多云/晴,-6℃,-16℃
['望奎2018年12月份天气情况'],2018年12月18日,晴/晴,-9℃,-14℃
['望奎2018年12月份天气情况'],2018年12月19日,晴/晴,-6℃,-13℃
['望奎2018年12月份天气情况'],2018年12月20日,多云/多云,-3℃,-12℃
['望奎2018年12月份天气情况'],2018年12月21日,小雪/多云,-4℃,-12℃
['望奎2018年12月份天气情况'],2018年12月22日,多云/多云,-5℃,-19℃
['望奎2018年12月份天气情况'],2018年12月23日,晴/多云,-13℃,-21℃
['望奎2018年12月份天气情况'],2018年12月24日,多云/多云,-10℃,-18℃
['望奎2018年12月份天气情况'],2018年12月25日,多云/多云,-11℃,-22℃
['望奎2018年12月份天气情况'],2018年12月26日,多云/阵雪,-15℃,-25℃
['望奎2018年12月份天气情况'],2018年12月27日,小雪/多云,-16℃,-23℃
['望奎2018年12月份天气情况'],2018年12月28日,多云/多云,-16℃,-25℃
['望奎2018年12月份天气情况'],2018年12月29日,多云/多云,-15℃,-22℃
['望奎2018年12月份天气情况'],2018年12月30日,多云/多云,-11℃,-21℃
['望奎2018年12月份天气情况'],2018年12月31日,晴/多云,-12℃,-20℃
['乌伊岭2018年11月份天气情况'],2018年11月01日,多云/晴,9℃,-5℃
['乌伊岭2018年11月份天气情况'],2018年11月02日,晴/多云,13℃,-1℃
['乌伊岭2018年11月份天气情况'],2018年11月03日,雨夹雪/多云,6℃,-11℃
['乌伊岭2018年11月份天气情况'],2018年11月04日,多云/多云,-3℃,-17℃
['乌伊岭2018年11月份天气情况'],2018年11月05日,多云/多云,-3℃,-11℃
['乌伊岭2018年11月份天气情况'],2018年11月06日,多云/多云,2℃,-12℃
['乌伊岭2018年11月份天气情况'],2018年11月07日,晴/晴,4℃,-10℃
['乌伊岭2018年11月份天气情况'],2018年11月08日,晴/雨夹雪,7℃,-3℃
['乌伊岭2018年11月份天气情况'],2018年11月09日,暴雪/大雪,1℃,-4℃
['乌伊岭2018年11月份天气情况'],2018年11月10日,中雪/阴,-2℃,-9℃
['乌伊岭2018年11月份天气情况'],2018年11月11日,多云/阴,-1℃,-8℃
['乌伊岭2018年11月份天气情况'],2018年11月12日,阴/阴,0℃,-10℃
['乌伊岭2018年11月份天气情况'],2018年11月13日,雨夹雪/晴,0℃,-16℃
['乌伊岭2018年11月份天气情况'],2018年11月14日,多云/阵雪,2℃,-10℃
['乌伊岭2018年11月份天气情况'],2018年11月15日,小雪/小雪,-1℃,-14℃
['乌伊岭2018年11月份天气情况'],2018年11月16日,多云/多云,-8℃,-17℃
['乌伊岭2018年11月份天气情况'],2018年11月17日,晴/多云,-6℃,-23℃
['乌伊岭2018年11月份天气情况'],2018年11月18日,多云/多云,-3℃,-17℃
['乌伊岭2018年11月份天气情况'],2018年11月19日,晴/多云,-10℃,-22℃
['乌伊岭2018年11月份天气情况'],2018年11月20日,阵雪/多云,-11℃,-27℃
['乌伊岭2018年11月份天气情况'],2018年11月21日,阵雪/阵雪,-9℃,-24℃
['乌伊岭2018年11月份天气情况'],2018年11月22日,多云/多云,-15℃,-30℃
['乌伊岭2018年11月份天气情况'],2018年11月23日,多云/阴,-13℃,-23℃
['乌伊岭2018年11月份天气情况'],2018年11月24日,多云/阴,-6℃,-20℃
['乌伊岭2018年11月份天气情况'],2018年11月25日,多云/多云,-4℃,-18℃
['乌伊岭2018年11月份天气情况'],2018年11月26日,多云/多云,3℃,-9℃
['乌伊岭2018年11月份天气情况'],2018年11月27日,小雪/多云,-6℃,-21℃
['乌伊岭2018年11月份天气情况'],2018年11月28日,多云/多云,-14℃,-28℃
['乌伊岭2018年11月份天气情况'],2018年11月29日,多云/多云,-14℃,-29℃
['乌伊岭2018年11月份天气情况'],2018年11月30日,小雪/多云,-10℃,-21℃
['乌伊岭2018年12月份天气情况'],2018年12月01日,多云/晴,-8℃,-21℃
['乌伊岭2018年12月份天气情况'],2018年12月02日,多云/阴,0℃,-7℃
['乌伊岭2018年12月份天气情况'],2018年12月03日,多云/多云,3℃,-21℃
['乌伊岭2018年12月份天气情况'],2018年12月04日,多云/多云,-14℃,-30℃
['乌伊岭2018年12月份天气情况'],2018年12月05日,多云/多云,-19℃,-31℃
['乌伊岭2018年12月份天气情况'],2018年12月06日,多云/多云,-22℃,-33℃
['乌伊岭2018年12月份天气情况'],2018年12月07日,多云/多云,-20℃,-32℃
['乌伊岭2018年12月份天气情况'],2018年12月08日,阴/多云,-20℃,-31℃
['乌伊岭2018年12月份天气情况'],2018年12月09日,晴/晴,-19℃,-32℃
['乌伊岭2018年12月份天气情况'],2018年12月10日,多云/晴,-16℃,-33℃
['乌伊岭2018年12月份天气情况'],2018年12月11日,多云/多云,-14℃,-32℃
['乌伊岭2018年12月份天气情况'],2018年12月12日,晴/多云,-14℃,-32℃
['乌伊岭2018年12月份天气情况'],2018年12月13日,多云/多云,-19℃,-34℃
['乌伊岭2018年12月份天气情况'],2018年12月14日,多云/多云,-12℃,-27℃
['乌伊岭2018年12月份天气情况'],2018年12月15日,多云/阴,-9℃,-24℃
['乌伊岭2018年12月份天气情况'],2018年12月16日,阴/阴,-10℃,-21℃
['乌伊岭2018年12月份天气情况'],2018年12月17日,阵雪/多云,-10℃,-24℃
['乌伊岭2018年12月份天气情况'],2018年12月18日,阴/多云,-13℃,-22℃
['乌伊岭2018年12月份天气情况'],2018年12月19日,晴/多云,-15℃,-26℃
['乌伊岭2018年12月份天气情况'],2018年12月20日,多云/多云,-8℃,-26℃
['乌伊岭2018年12月份天气情况'],2018年12月21日,多云/阴,-7℃,-23℃
['乌伊岭2018年12月份天气情况'],2018年12月22日,小雪/阵雪,-8℃,-24℃
['乌伊岭2018年12月份天气情况'],2018年12月23日,阴/多云,-16℃,-28℃
['乌伊岭2018年12月份天气情况'],2018年12月24日,晴/晴,-12℃,-26℃
['乌伊岭2018年12月份天气情况'],2018年12月25日,小雪/小雪,-13℃,-27℃
['乌伊岭2018年12月份天气情况'],2018年12月26日,小雪/晴,-18℃,-30℃
['乌伊岭2018年12月份天气情况'],2018年12月27日,多云/多云,-20℃,-24℃
['乌伊岭2018年12月份天气情况'],2018年12月28日,多云/多云,-19℃,-26℃
['乌伊岭2018年12月份天气情况'],2018年12月29日,多云/多云,-19℃,-28℃
['乌伊岭2018年12月份天气情况'],2018年12月30日,多云/多云,-17℃,-26℃
['乌伊岭2018年12月份天气情况'],2018年12月31日,多云/阴,-15℃,-24℃
['五常2018年11月份天气情况'],2018年11月01日,晴/晴,12℃,0℃
['五常2018年11月份天气情况'],2018年11月02日,晴/晴,14℃,5℃
['五常2018年11月份天气情况'],2018年11月03日,多云/雨夹雪,14℃,1℃
['五常2018年11月份天气情况'],2018年11月04日,多云/多云,4℃,-6℃
['五常2018年11月份天气情况'],2018年11月05日,晴/晴,1℃,-6℃
['五常2018年11月份天气情况'],2018年11月06日,晴/多云,2℃,-6℃
['五常2018年11月份天气情况'],2018年11月07日,晴/多云,5℃,-2℃
['五常2018年11月份天气情况'],2018年11月08日,多云/小雨,8℃,0℃
['五常2018年11月份天气情况'],2018年11月09日,雨夹雪/小雪,2℃,-2℃
['五常2018年11月份天气情况'],2018年11月10日,多云/晴,4℃,-7℃
['五常2018年11月份天气情况'],2018年11月11日,晴/晴,4℃,-8℃
['五常2018年11月份天气情况'],2018年11月12日,多云/多云,2℃,-5℃
['五常2018年11月份天气情况'],2018年11月13日,多云/晴,2℃,-4℃
['五常2018年11月份天气情况'],2018年11月14日,晴/雨夹雪,5℃,-3℃
['五常2018年11月份天气情况'],2018年11月15日,多云/多云,2℃,-7℃
['五常2018年11月份天气情况'],2018年11月16日,晴/晴,-2℃,-8℃
['五常2018年11月份天气情况'],2018年11月17日,晴/多云,0℃,-10℃
['五常2018年11月份天气情况'],2018年11月18日,多云/多云,-1℃,-11℃
['五常2018年11月份天气情况'],2018年11月19日,多云/晴,-1℃,-11℃
['五常2018年11月份天气情况'],2018年11月20日,多云/多云,-3℃,-16℃
['五常2018年11月份天气情况'],2018年11月21日,多云/多云,-3℃,-14℃
['五常2018年11月份天气情况'],2018年11月22日,晴/晴,-8℃,-16℃
['五常2018年11月份天气情况'],2018年11月23日,晴/晴,-3℃,-11℃
['五常2018年11月份天气情况'],2018年11月24日,多云/多云,0℃,-7℃
['五常2018年11月份天气情况'],2018年11月25日,晴/晴,1℃,-7℃
['五常2018年11月份天气情况'],2018年11月26日,多云/多云,6℃,-6℃
['五常2018年11月份天气情况'],2018年11月27日,晴/晴,-1℃,-9℃
['五常2018年11月份天气情况'],2018年11月28日,多云/多云,-5℃,-14℃
['五常2018年11月份天气情况'],2018年11月29日,晴/晴,-7℃,-14℃
['五常2018年11月份天气情况'],2018年11月30日,多云/晴,-2℃,-15℃
['五常2018年12月份天气情况'],2018年12月01日,晴/多云,2℃,-12℃
['五常2018年12月份天气情况'],2018年12月02日,小雨/多云,8℃,1℃
['五常2018年12月份天气情况'],2018年12月03日,多云/多云,4℃,-13℃
['五常2018年12月份天气情况'],2018年12月04日,多云/晴,-9℃,-18℃
['五常2018年12月份天气情况'],2018年12月05日,晴/晴,-10℃,-20℃
['五常2018年12月份天气情况'],2018年12月06日,多云/晴,-12℃,-23℃
['五常2018年12月份天气情况'],2018年12月07日,多云/多云,-12℃,-24℃
['五常2018年12月份天气情况'],2018年12月08日,晴/晴,-15℃,-23℃
['五常2018年12月份天气情况'],2018年12月09日,晴/晴,-12℃,-22℃
['五常2018年12月份天气情况'],2018年12月10日,晴/多云,-10℃,-20℃
['五常2018年12月份天气情况'],2018年12月11日,晴/晴,-10℃,-21℃
['五常2018年12月份天气情况'],2018年12月12日,多云/阵雪,-9℃,-17℃
['五常2018年12月份天气情况'],2018年12月13日,多云/多云,-9℃,-18℃
['五常2018年12月份天气情况'],2018年12月14日,晴/晴,-10℃,-18℃
['五常2018年12月份天气情况'],2018年12月15日,晴/多云,-2℃,-12℃
['五常2018年12月份天气情况'],2018年12月16日,晴/晴,-2℃,-12℃
['五常2018年12月份天气情况'],2018年12月17日,多云/多云,-3℃,-13℃
['五常2018年12月份天气情况'],2018年12月18日,多云/晴,-6℃,-14℃
['五常2018年12月份天气情况'],2018年12月19日,晴/晴,-3℃,-12℃
['五常2018年12月份天气情况'],2018年12月20日,晴/多云,-2℃,-11℃
['五常2018年12月份天气情况'],2018年12月21日,中雪/多云,-1℃,-9℃
['五常2018年12月份天气情况'],2018年12月22日,晴/多云,-1℃,-16℃
['五常2018年12月份天气情况'],2018年12月23日,晴/多云,-9℃,-19℃
['五常2018年12月份天气情况'],2018年12月24日,晴/多云,-8℃,-15℃
['五常2018年12月份天气情况'],2018年12月25日,多云/多云,-8℃,-25℃
['五常2018年12月份天气情况'],2018年12月26日,晴/多云,-18℃,-27℃
['五常2018年12月份天气情况'],2018年12月27日,晴/晴,-18℃,-25℃
['五常2018年12月份天气情况'],2018年12月28日,晴/晴,-15℃,-24℃
['五常2018年12月份天气情况'],2018年12月29日,晴/晴,-16℃,-23℃
['五常2018年12月份天气情况'],2018年12月30日,晴/阴,-11℃,-21℃
['五常2018年12月份天气情况'],2018年12月31日,晴/晴,-11℃,-22℃
['五大连池2018年11月份天气情况'],2018年11月01日,晴/晴,9℃,-3℃
['五大连池2018年11月份天气情况'],2018年11月02日,多云/多云,11℃,-1℃
['五大连池2018年11月份天气情况'],2018年11月03日,阴/多云,6℃,-8℃
['五大连池2018年11月份天气情况'],2018年11月04日,晴/晴,0℃,-9℃
['五大连池2018年11月份天气情况'],2018年11月05日,晴/多云,-1℃,-10℃
['五大连池2018年11月份天气情况'],2018年11月06日,晴/晴,4℃,-7℃
['五大连池2018年11月份天气情况'],2018年11月07日,多云/多云,6℃,-5℃
['五大连池2018年11月份天气情况'],2018年11月08日,多云/多云,5℃,-7℃
['五大连池2018年11月份天气情况'],2018年11月09日,中雪/中雪,1℃,-4℃
['五大连池2018年11月份天气情况'],2018年11月10日,多云/多云,1℃,-13℃
['五大连池2018年11月份天气情况'],2018年11月11日,多云/多云,1℃,-11℃
['五大连池2018年11月份天气情况'],2018年11月12日,多云/多云,2℃,-10℃
['五大连池2018年11月份天气情况'],2018年11月13日,多云/多云,2℃,-11℃
['五大连池2018年11月份天气情况'],2018年11月14日,多云/小雪,2℃,-6℃
['五大连池2018年11月份天气情况'],2018年11月15日,多云/多云,-1℃,-17℃
['五大连池2018年11月份天气情况'],2018年11月16日,晴/晴,-6℃,-15℃
['五大连池2018年11月份天气情况'],2018年11月17日,多云/多云,-4℃,-15℃
['五大连池2018年11月份天气情况'],2018年11月18日,多云/多云,-4℃,-19℃
['五大连池2018年11月份天气情况'],2018年11月19日,晴/晴,-9℃,-19℃
['五大连池2018年11月份天气情况'],2018年11月20日,晴/多云,-10℃,-22℃
['五大连池2018年11月份天气情况'],2018年11月21日,阵雪/多云,-10℃,-23℃
['五大连池2018年11月份天气情况'],2018年11月22日,多云/多云,-11℃,-23℃
['五大连池2018年11月份天气情况'],2018年11月23日,多云/晴,-10℃,-23℃
['五大连池2018年11月份天气情况'],2018年11月24日,多云/多云,-5℃,-18℃
['五大连池2018年11月份天气情况'],2018年11月25日,多云/多云,-3℃,-16℃
['五大连池2018年11月份天气情况'],2018年11月26日,多云/多云,2℃,-10℃
['五大连池2018年11月份天气情况'],2018年11月27日,多云/多云,-7℃,-17℃
['五大连池2018年11月份天气情况'],2018年11月28日,多云/多云,-11℃,-26℃
['五大连池2018年11月份天气情况'],2018年11月29日,晴/多云,-12℃,-22℃
['五大连池2018年11月份天气情况'],2018年11月30日,阵雪/多云,-10℃,-20℃
['五大连池2018年12月份天气情况'],2018年12月01日,多云/多云,-7℃,-16℃
['五大连池2018年12月份天气情况'],2018年12月02日,多云/多云,-1℃,-7℃
['五大连池2018年12月份天气情况'],2018年12月03日,多云/多云,0℃,-18℃
['五大连池2018年12月份天气情况'],2018年12月04日,晴/晴,-13℃,-24℃
['五大连池2018年12月份天气情况'],2018年12月05日,晴/晴,-17℃,-25℃
['五大连池2018年12月份天气情况'],2018年12月06日,多云/多云,-18℃,-25℃
['五大连池2018年12月份天气情况'],2018年12月07日,晴/晴,-18℃,-26℃
['五大连池2018年12月份天气情况'],2018年12月08日,多云/多云,-18℃,-23℃
['五大连池2018年12月份天气情况'],2018年12月09日,多云/多云,-16℃,-25℃
['五大连池2018年12月份天气情况'],2018年12月10日,多云/晴,-14℃,-22℃
['五大连池2018年12月份天气情况'],2018年12月11日,晴/晴,-14℃,-26℃
['五大连池2018年12月份天气情况'],2018年12月12日,多云/多云,-14℃,-25℃
['五大连池2018年12月份天气情况'],2018年12月13日,多云/晴,-12℃,-22℃
['五大连池2018年12月份天气情况'],2018年12月14日,晴/晴,-11℃,-18℃
['五大连池2018年12月份天气情况'],2018年12月15日,晴/晴,-11℃,-25℃
['五大连池2018年12月份天气情况'],2018年12月16日,多云/多云,-8℃,-19℃
['五大连池2018年12月份天气情况'],2018年12月17日,多云/多云,-12℃,-24℃
['五大连池2018年12月份天气情况'],2018年12月18日,晴/晴,-10℃,-23℃
['五大连池2018年12月份天气情况'],2018年12月19日,晴/多云,-10℃,-18℃
['五大连池2018年12月份天气情况'],2018年12月20日,晴/晴,-12℃,-18℃
['五大连池2018年12月份天气情况'],2018年12月21日,晴/多云,-7℃,-20℃
['五大连池2018年12月份天气情况'],2018年12月22日,阵雪/多云,-7℃,-22℃
['五大连池2018年12月份天气情况'],2018年12月23日,晴/晴,-11℃,-21℃
['五大连池2018年12月份天气情况'],2018年12月24日,多云/多云,-14℃,-21℃
['五大连池2018年12月份天气情况'],2018年12月25日,阵雪/阵雪,-13℃,-25℃
['五大连池2018年12月份天气情况'],2018年12月26日,阵雪/多云,-19℃,-26℃
['五大连池2018年12月份天气情况'],2018年12月27日,多云/多云,-17℃,-23℃
['五大连池2018年12月份天气情况'],2018年12月28日,晴/晴,-17℃,-25℃
['五大连池2018年12月份天气情况'],2018年12月29日,多云/多云,-16℃,-23℃
['五大连池2018年12月份天气情况'],2018年12月30日,阴/多云,-17℃,-24℃
['五大连池2018年12月份天气情况'],2018年12月31日,晴/晴,-15℃,-22℃
['五营2018年11月份天气情况'],2018年11月01日,多云/晴,11℃,-4℃
['五营2018年11月份天气情况'],2018年11月02日,晴/多云,14℃,0℃
['五营2018年11月份天气情况'],2018年11月03日,雨夹雪/雨夹雪,8℃,-8℃
['五营2018年11月份天气情况'],2018年11月04日,多云/多云,-1℃,-16℃
['五营2018年11月份天气情况'],2018年11月05日,多云/多云,-2℃,-12℃
['五营2018年11月份天气情况'],2018年11月06日,多云/多云,3℃,-12℃
['五营2018年11月份天气情况'],2018年11月07日,晴/多云,5℃,-11℃
['五营2018年11月份天气情况'],2018年11月08日,晴/雨夹雪,7℃,-5℃
['五营2018年11月份天气情况'],2018年11月09日,暴雪/大雪,1℃,-3℃
['五营2018年11月份天气情况'],2018年11月10日,中雪/阴,-1℃,-8℃
['五营2018年11月份天气情况'],2018年11月11日,多云/阴,0℃,-10℃
['五营2018年11月份天气情况'],2018年11月12日,多云/阴,1℃,-8℃
['五营2018年11月份天气情况'],2018年11月13日,雨夹雪/晴,1℃,-15℃
['五营2018年11月份天气情况'],2018年11月14日,多云/阵雪,1℃,-8℃
['五营2018年11月份天气情况'],2018年11月15日,小雪/小雪,0℃,-14℃
['五营2018年11月份天气情况'],2018年11月16日,多云/多云,-8℃,-17℃
['五营2018年11月份天气情况'],2018年11月17日,晴/多云,-5℃,-20℃
['五营2018年11月份天气情况'],2018年11月18日,多云/多云,-3℃,-17℃
['五营2018年11月份天气情况'],2018年11月19日,晴/多云,-7℃,-21℃
['五营2018年11月份天气情况'],2018年11月20日,阵雪/多云,-8℃,-25℃
['五营2018年11月份天气情况'],2018年11月21日,阵雪/阵雪,-9℃,-22℃
['五营2018年11月份天气情况'],2018年11月22日,多云/晴,-13℃,-28℃
['五营2018年11月份天气情况'],2018年11月23日,多云/多云,-9℃,-22℃
['五营2018年11月份天气情况'],2018年11月24日,多云/多云,-6℃,-21℃
['五营2018年11月份天气情况'],2018年11月25日,多云/多云,-3℃,-17℃
['五营2018年11月份天气情况'],2018年11月26日,多云/多云,2℃,-9℃
['五营2018年11月份天气情况'],2018年11月27日,小雪/多云,-5℃,-22℃
['五营2018年11月份天气情况'],2018年11月28日,多云/晴,-12℃,-28℃
['五营2018年11月份天气情况'],2018年11月29日,多云/多云,-12℃,-28℃
['五营2018年11月份天气情况'],2018年11月30日,小雪/多云,-11℃,-24℃
['五营2018年12月份天气情况'],2018年12月01日,多云/晴,-9℃,-22℃
['五营2018年12月份天气情况'],2018年12月02日,多云/阴,1℃,-13℃
['五营2018年12月份天气情况'],2018年12月03日,多云/多云,4℃,-19℃
['五营2018年12月份天气情况'],2018年12月04日,多云/多云,-13℃,-28℃
['五营2018年12月份天气情况'],2018年12月05日,多云/多云,-17℃,-30℃
['五营2018年12月份天气情况'],2018年12月06日,多云/多云,-19℃,-34℃
['五营2018年12月份天气情况'],2018年12月07日,多云/多云,-19℃,-28℃
['五营2018年12月份天气情况'],2018年12月08日,多云/多云,-18℃,-28℃
['五营2018年12月份天气情况'],2018年12月09日,晴/晴,-17℃,-32℃
['五营2018年12月份天气情况'],2018年12月10日,多云/晴,-15℃,-31℃
['五营2018年12月份天气情况'],2018年12月11日,多云/多云,-13℃,-29℃
['五营2018年12月份天气情况'],2018年12月12日,晴/多云,-13℃,-27℃
['五营2018年12月份天气情况'],2018年12月13日,多云/多云,-16℃,-29℃
['五营2018年12月份天气情况'],2018年12月14日,多云/多云,-11℃,-30℃
['五营2018年12月份天气情况'],2018年12月15日,多云/阴,-8℃,-21℃
['五营2018年12月份天气情况'],2018年12月16日,阴/阴,-9℃,-19℃
['五营2018年12月份天气情况'],2018年12月17日,阵雪/阴,-8℃,-24℃
['五营2018年12月份天气情况'],2018年12月18日,多云/多云,-13℃,-22℃
['五营2018年12月份天气情况'],2018年12月19日,晴/多云,-12℃,-24℃
['五营2018年12月份天气情况'],2018年12月20日,多云/多云,-6℃,-21℃
['五营2018年12月份天气情况'],2018年12月21日,多云/多云,-6℃,-24℃
['五营2018年12月份天气情况'],2018年12月22日,小雪/阵雪,-9℃,-24℃
['五营2018年12月份天气情况'],2018年12月23日,阴/阴,-14℃,-25℃
['五营2018年12月份天气情况'],2018年12月24日,晴/晴,-12℃,-20℃
['五营2018年12月份天气情况'],2018年12月25日,小雪/小雪,-10℃,-26℃
['五营2018年12月份天气情况'],2018年12月26日,小雪/晴,-18℃,-30℃
['五营2018年12月份天气情况'],2018年12月27日,多云/多云,-19℃,-25℃
['五营2018年12月份天气情况'],2018年12月28日,多云/多云,-17℃,-28℃
['五营2018年12月份天气情况'],2018年12月29日,多云/多云,-17℃,-27℃
['五营2018年12月份天气情况'],2018年12月30日,多云/多云,-15℃,-29℃
['五营2018年12月份天气情况'],2018年12月31日,多云/多云,-15℃,-22℃
['逊克2018年11月份天气情况'],2018年11月01日,晴/晴,8℃,-3℃
['逊克2018年11月份天气情况'],2018年11月02日,多云/多云,12℃,0℃
['逊克2018年11月份天气情况'],2018年11月03日,阴/多云,4℃,-7℃
['逊克2018年11月份天气情况'],2018年11月04日,晴/晴,-1℃,-9℃
['逊克2018年11月份天气情况'],2018年11月05日,晴/多云,-2℃,-9℃
['逊克2018年11月份天气情况'],2018年11月06日,晴/晴,3℃,-7℃
['逊克2018年11月份天气情况'],2018年11月07日,多云/多云,6℃,-3℃
['逊克2018年11月份天气情况'],2018年11月08日,多云/阵雪,5℃,-7℃
['逊克2018年11月份天气情况'],2018年11月09日,大雪/中雪,2℃,-5℃
['逊克2018年11月份天气情况'],2018年11月10日,小雪/多云,0℃,-4℃
['逊克2018年11月份天气情况'],2018年11月11日,多云/多云,0℃,-5℃
['逊克2018年11月份天气情况'],2018年11月12日,多云/多云,1℃,-5℃
['逊克2018年11月份天气情况'],2018年11月13日,多云/多云,1℃,-11℃
['逊克2018年11月份天气情况'],2018年11月14日,多云/中雪,1℃,-5℃
['逊克2018年11月份天气情况'],2018年11月15日,雨夹雪/多云,-1℃,-18℃
['逊克2018年11月份天气情况'],2018年11月16日,晴/晴,-6℃,-15℃
['逊克2018年11月份天气情况'],2018年11月17日,多云/多云,-6℃,-18℃
['逊克2018年11月份天气情况'],2018年11月18日,多云/多云,-4℃,-18℃
['逊克2018年11月份天气情况'],2018年11月19日,晴/晴,-8℃,-20℃
['逊克2018年11月份天气情况'],2018年11月20日,晴/多云,-12℃,-23℃
['逊克2018年11月份天气情况'],2018年11月21日,阵雪/多云,-12℃,-27℃
['逊克2018年11月份天气情况'],2018年11月22日,多云/多云,-13℃,-25℃
['逊克2018年11月份天气情况'],2018年11月23日,晴/多云,-13℃,-23℃
['逊克2018年11月份天气情况'],2018年11月24日,多云/阴,-7℃,-22℃
['逊克2018年11月份天气情况'],2018年11月25日,多云/多云,-8℃,-18℃
['逊克2018年11月份天气情况'],2018年11月26日,多云/阵雪,2℃,-10℃
['逊克2018年11月份天气情况'],2018年11月27日,多云/多云,-6℃,-21℃
['逊克2018年11月份天气情况'],2018年11月28日,多云/多云,-12℃,-25℃
['逊克2018年11月份天气情况'],2018年11月29日,晴/多云,-14℃,-26℃
['逊克2018年11月份天气情况'],2018年11月30日,阵雪/多云,-12℃,-25℃
['逊克2018年12月份天气情况'],2018年12月01日,多云/多云,-9℃,-17℃
['逊克2018年12月份天气情况'],2018年12月02日,多云/多云,-1℃,-10℃
['逊克2018年12月份天气情况'],2018年12月03日,多云/多云,2℃,-21℃
